PHD SCHEDULE 8D TABLE 1 - PORTFOLIO HOLDINGS INFORMATION FOR INVESTMENT OPTION [AWAREACCBALINDX] - ASSETS - 2024-12-31,,,,,,,,,,,,,
ASSET CLASS,INTERNALLY MANAGED OR EXTERNALLY MANAGED,NAME OF INSTITUTION,NAME OF ISSUER / COUNTERPARTY,NAME OF FUND MANAGER,NAME / KIND OF INVESTMENT ITEM,CURRENCY,SECURITY IDENTIFIER,ADDRESS,% OWNERSHIP / PROPERTY HELD,UNITS HELD,VALUE(AUD),WEIGHTING(%),
LISTED EQUITY,-,-,-,-,OVERSEA-CHINESE BANKING CORP. LTD.,-,OCBC SP,-,,"5,028","$99,351",0.03%,
LISTED EQUITY,-,-,-,-,"QUANTA SERVICES, INC.",-,PWR US,-,,194,"$98,941",0.03%,
LISTED EQUITY,-,-,-,-,"WASTE CONNECTIONS, INC.",-,WCN US,-,,357,"$98,872",0.03%,
LISTED EQUITY,-,-,-,-,NIB HOLDINGS LTD.,-,NHF AU,-,,"18,009","$98,688",0.03%,
LISTED EQUITY,-,-,-,-,"CUMMINS, INC.",-,CMI US,-,,174,"$97,915",0.03%,
LISTED EQUITY,-,-,-,-,"DOMINION ENERGY, INC.",-,D US,-,,"1,125","$97,850",0.03%,
LISTED EQUITY,-,-,-,-,AUCKLAND INTERNATIONAL AIRPORT LTD.,-,AIA AU,-,,"12,576","$97,593",0.03%,
LISTED EQUITY,-,-,-,-,ADVANTEST CORP.,-,6857 JP,-,,"1,031","$97,380",0.03%,
LISTED EQUITY,-,-,-,-,DISCOVER FINANCIAL SERVICES,-,DFS US,-,,348,"$97,376",0.03%,
LISTED EQUITY,-,-,-,-,"SUNCOR ENERGY, INC.",-,SU CN,-,,"1,689","$97,320",0.03%,
LISTED EQUITY,-,-,-,-,INVESTOR AB,-,INVEB SS,-,,"2,274","$97,289",0.03%,
LISTED EQUITY,-,-,-,-,BAE SYSTEMS PLC,-,BA LN,-,,"4,184","$97,211",0.03%,
LISTED EQUITY,-,-,-,-,3I GROUP PLC,-,III LN,-,,"1,342","$96,753",0.03%,
LISTED EQUITY,-,-,-,-,RECKITT BENCKISER GROUP PLC,-,RKT LN,-,,989,"$96,703",0.03%,
LISTED EQUITY,-,-,-,-,"LULULEMON ATHLETICA, INC.",-,LULU US,-,,156,"$96,462",0.03%,
LISTED EQUITY,-,-,-,-,"AXON ENTERPRISE, INC.",-,AXON US,-,,100,"$96,073",0.03%,
LISTED EQUITY,-,-,-,-,"WW GRAINGER, INC.",-,GWW US,-,,56,"$95,906",0.03%,
LISTED EQUITY,-,-,-,-,HONG KONG EXCHANGES & CLEARING LTD.,-,388 HK,-,,"1,563","$95,801",0.03%,
LISTED EQUITY,-,-,-,-,DSV AS,-,DSV DC,-,,280,"$95,798",0.03%,
LISTED EQUITY,-,-,-,-,LLOYDS BANKING GROUP PLC,-,LLOY LN,-,,"85,872","$95,153",0.03%,
LISTED EQUITY,-,-,-,-,LONZA GROUP AG,-,LONN SW,-,,99,"$94,768",0.03%,
LISTED EQUITY,-,-,-,-,"REPUBLIC SERVICES, INC.",-,RSG US,-,,290,"$94,420",0.03%,
LISTED EQUITY,-,-,-,-,FLUTTER ENTERTAINMENT PLC,-,FLTR LN,-,,225,"$94,328",0.03%,
LISTED EQUITY,-,-,-,-,"SNOWFLAKE, INC.",-,SNOW US,-,,377,"$94,232",0.03%,
LISTED EQUITY,-,-,-,-,RAMELIUS RESOURCES LTD.,-,RMS AU,-,,"45,259","$93,686",0.03%,
LISTED EQUITY,-,-,-,-,NEWMONT CORP.,-,NEM US,-,,"1,558","$93,653",0.03%,
LISTED EQUITY,-,-,-,-,ANHEUSER-BUSCH INBEV SA,-,ABI BB,-,,"1,159","$93,510",0.03%,
LISTED EQUITY,-,-,-,-,SUPER RETAIL GROUP LTD.,-,SUL AU,-,,"6,156","$93,454",0.03%,
LISTED EQUITY,-,-,-,-,TE CONNECTIVITY PLC,-,TEL US,-,,405,"$93,377",0.03%,
LISTED EQUITY,-,-,-,-,HOYA CORP.,-,7741 JP,-,,459,"$93,319",0.03%,
LISTED EQUITY,-,-,-,-,"ALIMENTATION COUCHE-TARD, INC.",-,ATD CN,-,,"1,042","$93,239",0.03%,
LISTED EQUITY,-,-,-,-,FASTENAL CO.,-,FAST US,-,,803,"$93,165",0.03%,
LISTED EQUITY,-,-,-,-,"HOWMET AEROSPACE, INC.",-,HWM US,-,,526,"$92,824",0.03%,
LISTED EQUITY,-,-,-,-,KROGER CO.,-,KR US,-,,940,"$92,779",0.03%,
LISTED EQUITY,-,-,-,-,MERCEDES-BENZ GROUP AG,-,MBG GR,-,,"1,028","$92,580",0.03%,
LISTED EQUITY,-,-,-,-,"FIDELITY NATIONAL INFORMATION SERVICES, INC.",-,FIS US,-,,710,"$92,570",0.03%,
LISTED EQUITY,-,-,-,-,"PUBLIC SERVICE ENTERPRISE GROUP, INC.",-,PEG US,-,,673,"$91,786",0.03%,
LISTED EQUITY,-,-,-,-,"DR HORTON, INC.",-,DHI US,-,,406,"$91,484",0.03%,
LISTED EQUITY,-,-,-,-,INFINEON TECHNOLOGIES AG,-,IFX GR,-,,"1,739","$91,347",0.03%,
LISTED EQUITY,-,-,-,-,"PRUDENTIAL FINANCIAL, INC.",-,PRU US,-,,477,"$91,238",0.03%,
LISTED EQUITY,-,-,-,-,GOLD ROAD RESOURCES LTD.,-,GOR AU,-,,"44,403","$91,027",0.03%,
LISTED EQUITY,-,-,-,-,"IQVIA HOLDINGS, INC.",-,IQV US,-,,286,"$90,660",0.03%,
LISTED EQUITY,-,-,-,-,"CBRE GROUP, INC.",-,CBRE US,-,,427,"$90,641",0.03%,
LISTED EQUITY,-,-,-,-,EDWARDS LIFESCIENCES CORP.,-,EW US,-,,757,"$90,474",0.03%,
LISTED EQUITY,-,-,-,-,"CENCORA, INC.",-,COR US,-,,247,"$89,690",0.03%,
LISTED EQUITY,-,-,-,-,KIMBERLY-CLARK CORP.,-,KMB US,-,,423,"$89,661",0.03%,
LISTED EQUITY,-,-,-,-,"KENVUE, INC.",-,KVUE US,-,,"2,589","$89,289",0.03%,
LISTED EQUITY,-,-,-,-,"DATADOG, INC.",-,DDOG US,-,,387,"$89,269",0.03%,
LISTED EQUITY,-,-,-,-,HONDA MOTOR CO. LTD.,-,7267 JP,-,,"5,655","$89,196",0.03%,
LISTED EQUITY,-,-,-,-,BAKER HUGHES CO.,-,BKR US,-,,"1,343","$88,994",0.03%,
LISTED EQUITY,-,-,-,-,"L3HARRIS TECHNOLOGIES, INC.",-,LHX US,-,,262,"$88,825",0.03%,
LISTED EQUITY,-,-,-,-,WOLTERS KLUWER NV,-,WKL NA,-,,329,"$88,339",0.03%,
LISTED EQUITY,-,-,-,-,UNITED OVERSEAS BANK LTD.,-,UOB SP,-,,"2,051","$88,242",0.03%,
LISTED EQUITY,-,-,-,-,"AMETEK, INC.",-,AME US,-,,303,"$88,208",0.03%,
LISTED EQUITY,-,-,-,-,SYSCO CORP.,-,SYY US,-,,713,"$88,020",0.03%,
LISTED EQUITY,-,-,-,-,BASF SE,-,BAS GR,-,,"1,232","$87,514",0.03%,
LISTED EQUITY,-,-,-,-,"VERISK ANALYTICS, INC.",-,VRSK US,-,,195,"$87,127",0.03%,
LISTED EQUITY,-,-,-,-,ATLAS COPCO AB,-,ATCOA SS,-,,"3,529","$87,100",0.03%,
LISTED EQUITY,-,-,-,-,TARGA RESOURCES CORP.,-,TRGP US,-,,301,"$86,891",0.03%,
LISTED EQUITY,-,-,-,-,TAKEDA PHARMACEUTICAL CO. LTD.,-,4502 JP,-,,"1,987","$85,390",0.03%,
LISTED EQUITY,-,-,-,-,ALCON AG,-,ALC SW,-,,619,"$84,819",0.03%,
LISTED EQUITY,-,-,-,-,CHAMPION IRON LTD.,-,CIA AU,-,,"14,743","$84,769",0.03%,
LISTED EQUITY,-,-,-,-,BEACH ENERGY LTD.,-,BPT AU,-,,"60,716","$84,699",0.03%,
LISTED EQUITY,-,-,-,-,"YUM! BRANDS, INC.",-,YUM US,-,,390,"$84,517",0.03%,
LISTED EQUITY,-,-,-,-,ARGENX SE,-,ARGX BB,-,,84,"$84,457",0.03%,
LISTED EQUITY,-,-,-,-,SEA LTD.,-,SE US,-,,492,"$84,361",0.03%,
LISTED EQUITY,-,-,-,-,ATLASSIAN CORP.,-,TEAM US,-,,214,"$84,005",0.03%,
LISTED EQUITY,-,-,-,-,VALERO ENERGY CORP.,-,VLO US,-,,424,"$83,956",0.03%,
LISTED EQUITY,-,-,-,-,"XCEL ENERGY, INC.",-,XEL US,-,,769,"$83,911",0.03%,
LISTED EQUITY,-,-,-,-,HALEON PLC,-,HLN LN,-,,"10,979","$83,811",0.03%,
LISTED EQUITY,-,-,-,-,CIE DE SAINT-GOBAIN SA,-,SGO FP,-,,582,"$83,445",0.03%,
LISTED EQUITY,-,-,-,-,GIVAUDAN SA,-,GIVN SW,-,,12,"$83,287",0.03%,
LISTED EQUITY,-,-,-,-,PG&E CORP.,-,PCG US,-,,"2,553","$83,236",0.03%,
LISTED EQUITY,-,-,-,-,"CORNING, INC.",-,GLW US,-,,"1,080","$82,855",0.03%,
LISTED EQUITY,-,-,-,-,EXPERIAN PLC,-,EXPN LN,-,,"1,186","$82,650",0.03%,
LISTED EQUITY,-,-,-,-,ADIDAS AG,-,ADS GR,-,,209,"$82,613",0.03%,
LISTED EQUITY,-,-,-,-,MONSTER BEVERAGE CORP.,-,MNST US,-,,972,"$82,515",0.03%,
LISTED EQUITY,-,-,-,-,VERTIV HOLDINGS CO.,-,VRT US,-,,449,"$82,302",0.03%,
LISTED EQUITY,-,-,-,-,SEVEN & I HOLDINGS CO. LTD.,-,3382 JP,-,,"3,219","$82,270",0.03%,
LISTED EQUITY,-,-,-,-,MAGELLAN FINANCIAL GROUP LTD.,-,MFG AU,-,,"7,390","$82,171",0.03%,
LISTED EQUITY,-,-,-,-,ILUKA RESOURCES LTD.,-,ILU AU,-,,"16,251","$82,069",0.03%,
LISTED EQUITY,-,-,-,-,"KEURIG DR. PEPPER, INC.",-,KDP US,-,,"1,577","$81,815",0.03%,
LISTED EQUITY,-,-,-,-,"CORTEVA, INC.",-,CTVA US,-,,885,"$81,463",0.03%,
LISTED EQUITY,-,-,-,-,AGNICO EAGLE MINES LTD.,-,AEM CN,-,,644,"$81,328",0.03%,
LISTED EQUITY,-,-,-,-,OTIS WORLDWIDE CORP.,-,OTIS US,-,,543,"$81,304",0.03%,
LISTED EQUITY,-,-,-,-,"SUN LIFE FINANCIAL, INC.",-,SLF CN,-,,847,"$81,115",0.03%,
LISTED EQUITY,-,-,-,-,HESS CORP.,-,HES US,-,,377,"$80,947",0.03%,
LISTED EQUITY,-,-,-,-,PERPETUAL LTD.,-,PPT AU,-,,"4,064","$80,823",0.03%,
LISTED EQUITY,-,-,-,-,FORD MOTOR CO.,-,F US,-,,"5,033","$80,481",0.03%,
LISTED EQUITY,-,-,-,-,"INGERSOLL RAND, INC.",-,IR US,-,,549,"$80,116",0.03%,
LISTED EQUITY,-,-,-,-,DEUTSCHE POST AG,-,DHL GR,-,,"1,394","$79,211",0.03%,
LISTED EQUITY,-,-,-,-,ANGLO AMERICAN PLC,-,AAL LN,-,,"1,644","$78,594",0.03%,
LISTED EQUITY,-,-,-,-,"GENERAL MILLS, INC.",-,GIS US,-,,760,"$78,250",0.03%,
LISTED EQUITY,-,-,-,-,DOMINO'S PIZZA ENTERPRISES LTD.,-,DMP AU,-,,"2,652","$78,083",0.03%,
LISTED EQUITY,-,-,-,-,"AGILENT TECHNOLOGIES, INC.",-,A US,-,,359,"$77,913",0.03%,
LISTED EQUITY,-,-,-,-,SIKA AG,-,SIKA SW,-,,201,"$77,585",0.03%,
LISTED EQUITY,-,-,-,-,"FERGUSON ENTERPRISES, INC.",-,FERG US,-,,276,"$77,448",0.02%,
LISTED EQUITY,-,-,-,-,NORDEA BANK ABP,-,NDA FH,-,,"4,410","$77,439",0.02%,
LISTED EQUITY,-,-,-,-,REGIS RESOURCES LTD.,-,RRL AU,-,,"30,092","$76,735",0.02%,
LISTED EQUITY,-,-,-,-,VULCAN MATERIALS CO.,-,VMC US,-,,184,"$76,576",0.02%,
LISTED EQUITY,-,-,-,-,EXELON CORP.,-,EXC US,-,,"1,257","$76,427",0.02%,
LISTED EQUITY,-,-,-,-,"GARTNER, INC.",-,IT US,-,,97,"$76,317",0.02%,
LISTED EQUITY,-,-,-,-,COGNIZANT TECHNOLOGY SOLUTIONS CORP.,-,CTSH US,-,,613,"$76,142",0.02%,
LISTED EQUITY,-,-,-,-,"ELECTRONIC ARTS, INC.",-,EA US,-,,322,"$76,008",0.02%,
LISTED EQUITY,-,-,-,-,INSIGNIA FINANCIAL LTD.,-,IFL AU,-,,"21,389","$75,931",0.02%,
LISTED EQUITY,-,-,-,-,CAPRICORN METALS LTD.,-,CMM AU,-,,"12,059","$75,730",0.02%,
LISTED EQUITY,-,-,-,-,"NASDAQ, INC.",-,NDAQ US,-,,606,"$75,705",0.02%,
LISTED EQUITY,-,-,-,-,SIMS LTD.,-,SGM AU,-,,"6,349","$75,430",0.02%,
LISTED EQUITY,-,-,-,-,"OLD DOMINION FREIGHT LINE, INC.",-,ODFL US,-,,265,"$75,359",0.02%,
LISTED EQUITY,-,-,-,-,ADYEN NV,-,ADYEN NA,-,,32,"$75,244",0.02%,
LISTED EQUITY,-,-,-,-,ENI SPA,-,ENI IM,-,,"3,437","$75,230",0.02%,
LISTED EQUITY,-,-,-,-,SOFTBANK CORP.,-,9434 JP,-,,"36,677","$74,971",0.02%,
LISTED EQUITY,-,-,-,-,DEUTSCHE BANK AG,-,DBK GR,-,,"2,693","$74,943",0.02%,
LISTED EQUITY,-,-,-,-,VAULT MINERALS LTD.,-,VAU AU,-,,"226,604","$74,779",0.02%,
LISTED EQUITY,-,-,-,-,"RESMED, INC.",-,RMD US,-,,201,"$73,997",0.02%,
LISTED EQUITY,-,-,-,-,WILLIS TOWERS WATSON PLC,-,WTW US,-,,146,"$73,858",0.02%,
LISTED EQUITY,-,-,-,-,"CONSTELLATION BRANDS, INC.",-,STZ US,-,,207,"$73,794",0.02%,
LISTED EQUITY,-,-,-,-,"IDEXX LABORATORIES, INC.",-,IDXX US,-,,110,"$73,101",0.02%,
LISTED EQUITY,-,-,-,-,"GE HEALTHCARE TECHNOLOGIES, INC.",-,GEHC US,-,,578,"$72,935",0.02%,
LISTED EQUITY,-,-,-,-,CHORUS LTD.,-,CNU AU,-,,"9,180","$72,890",0.02%,
LISTED EQUITY,-,-,-,-,"PPG INDUSTRIES, INC.",-,PPG US,-,,377,"$72,850",0.02%,
LISTED EQUITY,-,-,-,-,SIEMENS ENERGY AG,-,ENR GR,-,,864,"$72,850",0.02%,
LISTED EQUITY,-,-,-,-,ARES MANAGEMENT CORP.,-,ARES US,-,,255,"$72,767",0.02%,
LISTED EQUITY,-,-,-,-,"CANON, INC.",-,7751 JP,-,,"1,369","$72,577",0.02%,
LISTED EQUITY,-,-,-,-,"DELL TECHNOLOGIES, INC.",-,DELL US,-,,389,"$72,387",0.02%,
LISTED EQUITY,-,-,-,-,MITSUBISHI ELECTRIC CORP.,-,6503 JP,-,,"2,611","$72,105",0.02%,
LISTED EQUITY,-,-,-,-,NATWEST GROUP PLC,-,NWG LN,-,,"8,845","$71,939",0.02%,
LISTED EQUITY,-,-,-,-,"ROCKWELL AUTOMATION, INC.",-,ROK US,-,,156,"$71,638",0.02%,
LISTED EQUITY,-,-,-,-,LOVISA HOLDINGS LTD.,-,LOV AU,-,,"2,374","$71,603",0.02%,
LISTED EQUITY,-,-,-,-,"DIAMONDBACK ENERGY, INC.",-,FANG US,-,,270,"$71,318",0.02%,
LISTED EQUITY,-,-,-,-,"HP, INC.",-,HPQ US,-,,"1,353","$71,317",0.02%,
LISTED EQUITY,-,-,-,-,"CHARTER COMMUNICATIONS, INC.",-,CHTR US,-,,129,"$71,296",0.02%,
LISTED EQUITY,-,-,-,-,DAIKIN INDUSTRIES LTD.,-,6367 JP,-,,369,"$70,772",0.02%,
LISTED EQUITY,-,-,-,-,"VEEVA SYSTEMS, INC.",-,VEEV US,-,,208,"$70,612",0.02%,
LISTED EQUITY,-,-,-,-,"MARTIN MARIETTA MATERIALS, INC.",-,MLM US,-,,85,"$70,565",0.02%,
LISTED EQUITY,-,-,-,-,IRESS LTD.,-,IRE AU,-,,"7,542","$70,219",0.02%,
LISTED EQUITY,-,-,-,-,ARCH CAPITAL GROUP LTD.,-,ACGL US,-,,467,"$69,610",0.02%,
LISTED EQUITY,-,-,-,-,ENTERGY CORP.,-,ETR US,-,,568,"$69,548",0.02%,
LISTED EQUITY,-,-,-,-,GARMIN LTD.,-,GRMN US,-,,208,"$69,345",0.02%,
LISTED EQUITY,-,-,-,-,AMADEUS IT GROUP SA,-,AMS SM,-,,607,"$69,232",0.02%,
LISTED EQUITY,-,-,-,-,"DEXCOM, INC.",-,DXCM US,-,,550,"$69,108",0.02%,
LISTED EQUITY,-,-,-,-,CENTENE CORP.,-,CNC US,-,,703,"$68,778",0.02%,
LISTED EQUITY,-,-,-,-,OCCIDENTAL PETROLEUM CORP.,-,OXY US,-,,859,"$68,564",0.02%,
LISTED EQUITY,-,-,-,-,"EQUIFAX, INC.",-,EFX US,-,,166,"$68,229",0.02%,
LISTED EQUITY,-,-,-,-,PARTNERS GROUP HOLDING AG,-,PGHN SW,-,,31,"$68,130",0.02%,
LISTED EQUITY,-,-,-,-,M&T BANK CORP.,-,MTB US,-,,224,"$67,990",0.02%,
LISTED EQUITY,-,-,-,-,EDISON INTERNATIONAL,-,EIX US,-,,527,"$67,912",0.02%,
LISTED EQUITY,-,-,-,-,"HUBSPOT, INC.",-,HUBS US,-,,60,"$67,678",0.02%,
LISTED EQUITY,-,-,-,-,ENGIE SA,-,ENGI FP,-,,"2,635","$67,477",0.02%,
LISTED EQUITY,-,-,-,-,"TAKE-TWO INTERACTIVE SOFTWARE, INC.",-,TTWO US,-,,227,"$67,377",0.02%,
LISTED EQUITY,-,-,-,-,CODAN LTD.,-,CDA AU,-,,"4,184","$67,366",0.02%,
LISTED EQUITY,-,-,-,-,EMERALD RESOURCES NL,-,EMR AU,-,,"20,663","$67,154",0.02%,
LISTED EQUITY,-,-,-,-,TESCO PLC,-,TSCO LN,-,,"9,002","$67,062",0.02%,
LISTED EQUITY,-,-,-,-,"RAYMOND JAMES FINANCIAL, INC.",-,RJF US,-,,267,"$66,936",0.02%,
LISTED EQUITY,-,-,-,-,"MICROCHIP TECHNOLOGY, INC.",-,MCHP US,-,,722,"$66,861",0.02%,
LISTED EQUITY,-,-,-,-,CHUGAI PHARMACEUTICAL CO. LTD.,-,4519 JP,-,,929,"$66,781",0.02%,
LISTED EQUITY,-,-,-,-,ASSA ABLOY AB,-,ASSAB SS,-,,"1,395","$66,686",0.02%,
LISTED EQUITY,-,-,-,-,"HARTFORD FINANCIAL SERVICES GROUP, INC.",-,HIG US,-,,376,"$66,449",0.02%,
LISTED EQUITY,-,-,-,-,DETERRA ROYALTIES LTD.,-,DRR AU,-,,"17,782","$66,150",0.02%,
LISTED EQUITY,-,-,-,-,WEB TRAVEL GROUP LTD.,-,WEB AU,-,,"14,370","$65,958",0.02%,
LISTED EQUITY,-,-,-,-,WEST AFRICAN RESOURCES LTD.,-,WAF AU,-,,"45,793","$65,713",0.02%,
LISTED EQUITY,-,-,-,-,"CONSOLIDATED EDISON, INC.",-,ED US,-,,456,"$65,674",0.02%,
LISTED EQUITY,-,-,-,-,VOLVO AB,-,VOLVB SS,-,,"1,670","$65,558",0.02%,
LISTED EQUITY,-,-,-,-,EAGERS AUTOMOTIVE LTD.,-,APE AU,-,,"5,535","$65,538",0.02%,
LISTED EQUITY,-,-,-,-,BARRICK GOLD CORP.,-,ABX CN,-,,"2,615","$65,462",0.02%,
LISTED EQUITY,-,-,-,-,LENNAR CORP.,-,LEN US,-,,297,"$65,452",0.02%,
LISTED EQUITY,-,-,-,-,"DUPONT DE NEMOURS, INC.",-,DD US,-,,532,"$65,451",0.02%,
LISTED EQUITY,-,-,-,-,KONINKLIJKE AHOLD DELHAIZE NV,-,AD NA,-,,"1,241","$65,403",0.02%,
LISTED EQUITY,-,-,-,-,"EBAY, INC.",-,EBAY US,-,,652,"$65,259",0.02%,
LISTED EQUITY,-,-,-,-,"HUMANA, INC.",-,HUM US,-,,158,"$64,816",0.02%,
LISTED EQUITY,-,-,-,-,TERUMO CORP.,-,4543 JP,-,,"2,059","$64,779",0.02%,
LISTED EQUITY,-,-,-,-,"ALNYLAM PHARMACEUTICALS, INC.",-,ALNY US,-,,170,"$64,646",0.02%,
LISTED EQUITY,-,-,-,-,"ANSYS, INC.",-,ANSS US,-,,119,"$64,589",0.02%,
LISTED EQUITY,-,-,-,-,NATIONAL BANK OF CANADA,-,NA CN,-,,439,"$64,553",0.02%,
LISTED EQUITY,-,-,-,-,PEXA GROUP LTD.,-,PXA AU,-,,"4,932","$64,415",0.02%,
LISTED EQUITY,-,-,-,-,CORPORATE TRAVEL MANAGEMENT LTD.,-,CTD AU,-,,"4,858","$64,364",0.02%,
LISTED EQUITY,-,-,-,-,TRACTOR SUPPLY CO.,-,TSCO US,-,,750,"$64,272",0.02%,
LISTED EQUITY,-,-,-,-,FUJITSU LTD.,-,6702 JP,-,,"2,232","$64,216",0.02%,
LISTED EQUITY,-,-,-,-,INTACT FINANCIAL CORP.,-,IFC CN,-,,218,"$64,137",0.02%,
LISTED EQUITY,-,-,-,-,NRW HOLDINGS LTD.,-,NWH AU,-,,"16,695","$64,110",0.02%,
LISTED EQUITY,-,-,-,-,WESTINGHOUSE AIR BRAKE TECHNOLOGIES CORP.,-,WAB US,-,,209,"$63,931",0.02%,
LISTED EQUITY,-,-,-,-,"CLOUDFLARE, INC.",-,NET US,-,,367,"$63,879",0.02%,
LISTED EQUITY,-,-,-,-,STATE STREET CORP.,-,STT US,-,,403,"$63,828",0.02%,
LISTED EQUITY,-,-,-,-,ASHTEAD GROUP PLC,-,AHT LN,-,,632,"$63,493",0.02%,
LISTED EQUITY,-,-,-,-,BEGA CHEESE LTD.,-,BGA AU,-,,"10,889","$62,831",0.02%,
LISTED EQUITY,-,-,-,-,GRAINCORP LTD.,-,GNC AU,-,,"8,513","$62,482",0.02%,
LISTED EQUITY,-,-,-,-,NINE ENTERTAINMENT CO. HOLDINGS LTD.,-,NEC AU,-,,"50,317","$62,141",0.02%,
LISTED EQUITY,-,-,-,-,"WEC ENERGY GROUP, INC.",-,WEC US,-,,408,"$62,024",0.02%,
LISTED EQUITY,-,-,-,-,SITEMINDER LTD.,-,SDR AU,-,,"10,256","$61,949",0.02%,
LISTED EQUITY,-,-,-,-,NIPPON TELEGRAPH & TELEPHONE CORP.,-,9432 JP,-,,"37,957","$61,633",0.02%,
LISTED EQUITY,-,-,-,-,STANDARD CHARTERED PLC,-,STAN LN,-,,"3,082","$61,628",0.02%,
LISTED EQUITY,-,-,-,-,BAPCOR LTD.,-,BAP AU,-,,"12,968","$61,210",0.02%,
LISTED EQUITY,-,-,-,-,NUCOR CORP.,-,NUE US,-,,324,"$61,122",0.02%,
LISTED EQUITY,-,-,-,-,FAIRFAX FINANCIAL HOLDINGS LTD.,-,FFH CN,-,,28,"$60,733",0.02%,
LISTED EQUITY,-,-,-,-,"XYLEM, INC.",-,XYL US,-,,323,"$60,540",0.02%,
LISTED EQUITY,-,-,-,-,DENSO CORP.,-,6902 JP,-,,"2,660","$60,532",0.02%,
LISTED EQUITY,-,-,-,-,"GODADDY, INC.",-,GDDY US,-,,190,"$60,381",0.02%,
LISTED EQUITY,-,-,-,-,PANASONIC HOLDINGS CORP.,-,6752 JP,-,,"3,575","$60,372",0.02%,
LISTED EQUITY,-,-,-,-,ROBLOX CORP.,-,RBLX US,-,,642,"$60,070",0.02%,
LISTED EQUITY,-,-,-,-,STELLANTIS NV,-,STLAM IM,-,,"2,843","$59,876",0.02%,
LISTED EQUITY,-,-,-,-,GENERALI,-,G IM,-,,"1,309","$59,724",0.02%,
LISTED EQUITY,-,-,-,-,JUDO CAPITAL HOLDINGS LTD.,-,JDO AU,-,,"32,778","$59,655",0.02%,
LISTED EQUITY,-,-,-,-,MURATA MANUFACTURING CO. LTD.,-,6981 JP,-,,"2,264","$59,555",0.02%,
LISTED EQUITY,-,-,-,-,DECKERS OUTDOOR CORP.,-,DECK US,-,,182,"$59,447",0.02%,
LISTED EQUITY,-,-,-,-,"CARDINAL HEALTH, INC.",-,CAH US,-,,310,"$59,276",0.02%,
LISTED EQUITY,-,-,-,-,FIFTH THIRD BANCORP,-,FITB US,-,,865,"$59,080",0.02%,
LISTED EQUITY,-,-,-,-,BAYERISCHE MOTOREN WERKE AG,-,BMW GR,-,,448,"$59,075",0.02%,
LISTED EQUITY,-,-,-,-,"DOLLARAMA, INC.",-,DOL CN,-,,373,"$58,770",0.02%,
LISTED EQUITY,-,-,-,-,FANUC CORP.,-,6954 JP,-,,"1,365","$58,593",0.02%,
LISTED EQUITY,-,-,-,-,AMOTIV LTD.,-,AOV AU,-,,"5,518","$58,496",0.02%,
LISTED EQUITY,-,-,-,-,NEUREN PHARMACEUTICALS LTD.,-,NEU AU,-,,"4,672","$58,403",0.02%,
LISTED EQUITY,-,-,-,-,CARNIVAL CORP.,-,CCL US,-,,"1,448","$58,301",0.02%,
LISTED EQUITY,-,-,-,-,"KEYSIGHT TECHNOLOGIES, INC.",-,KEYS US,-,,224,"$58,126",0.02%,
LISTED EQUITY,-,-,-,-,"COSTAR GROUP, INC.",-,CSGP US,-,,503,"$58,094",0.02%,
LISTED EQUITY,-,-,-,-,EQT CORP.,-,EQT US,-,,778,"$57,869",0.02%,
LISTED EQUITY,-,-,-,-,GEBERIT AG,-,GEBN SW,-,,63,"$57,858",0.02%,
LISTED EQUITY,-,-,-,-,"DOW, INC.",-,DOW US,-,,892,"$57,809",0.02%,
LISTED EQUITY,-,-,-,-,CAPGEMINI SE,-,CAP FP,-,,218,"$57,728",0.02%,
LISTED EQUITY,-,-,-,-,"GLOBAL PAYMENTS, INC.",-,GPN US,-,,318,"$57,580",0.02%,
LISTED EQUITY,-,-,-,-,"MONOLITHIC POWER SYSTEMS, INC.",-,MPWR US,-,,60,"$57,408",0.02%,
LISTED EQUITY,-,-,-,-,KOMATSU LTD.,-,6301 JP,-,,"1,283","$57,321",0.02%,
LISTED EQUITY,-,-,-,-,ASM INTERNATIONAL NV,-,ASM NA,-,,61,"$57,240",0.02%,
LISTED EQUITY,-,-,-,-,HEWLETT PACKARD ENTERPRISE CO.,-,HPE US,-,,"1,660","$57,232",0.02%,
LISTED EQUITY,-,-,-,-,"NVR, INC.",-,NVR US,-,,4,"$57,229",0.02%,
LISTED EQUITY,-,-,-,-,"METTLER-TOLEDO INTERNATIONAL, INC.",-,MTD US,-,,28,"$56,571",0.02%,
LISTED EQUITY,-,-,-,-,DOVER CORP.,-,DOV US,-,,185,"$55,838",0.02%,
LISTED EQUITY,-,-,-,-,KRAFT HEINZ CO.,-,KHC US,-,,"1,126","$55,833",0.02%,
LISTED EQUITY,-,-,-,-,TEVA PHARMACEUTICAL INDUSTRIES LTD.,-,TEVA US,-,,"1,566","$55,745",0.02%,
LISTED EQUITY,-,-,-,-,UCB SA,-,UCB BB,-,,173,"$55,729",0.02%,
LISTED EQUITY,-,-,-,-,E.ON SE,-,EOAN GR,-,,"2,962","$55,701",0.02%,
LISTED EQUITY,-,-,-,-,"MS&AD INSURANCE GROUP HOLDINGS, INC.",-,8725 JP,-,,"1,569","$55,616",0.02%,
LISTED EQUITY,-,-,-,-,REGIONS FINANCIAL CORP.,-,RF US,-,,"1,460","$55,462",0.02%,
