PHD SCHEDULE 8D TABLE 1 - PORTFOLIO HOLDINGS INFORMATION FOR INVESTMENT OPTION [AWAREACCCGRO] - ASSETS - 2024-12-31,,,,,,,,,,,,,
ASSET CLASS,INTERNALLY MANAGED OR EXTERNALLY MANAGED,NAME OF INSTITUTION,NAME OF ISSUER / COUNTERPARTY,NAME OF FUND MANAGER,NAME / KIND OF INVESTMENT ITEM,CURRENCY,SECURITY IDENTIFIER,ADDRESS,% OWNERSHIP / PROPERTY HELD,UNITS HELD,VALUE(AUD),WEIGHTING(%),
LISTED EQUITY,-,-,-,-,DAIWA HOUSE INDUSTRY CO. LTD.,-,1925 JP,-,,578,"$28,820",0.00%,
LISTED EQUITY,-,-,-,-,SYNOVUS FINANCIAL CORP.,-,SNV US,-,,347,"$28,678",0.00%,
LISTED EQUITY,-,-,-,-,RHEINMETALL AG,-,RHM GR,-,,28,"$28,552",0.00%,
LISTED EQUITY,-,-,-,-,"ALLISON TRANSMISSION HOLDINGS, INC.",-,ALSN US,-,,164,"$28,537",0.00%,
LISTED EQUITY,-,-,-,-,MARUWA CO. LTD.,-,5344 JP,-,,57,"$28,524",0.00%,
LISTED EQUITY,-,-,-,-,HDFC ASSET MANAGEMENT CO. LTD.,-,HDFCAMC IN,-,,360,"$28,520",0.00%,
LISTED EQUITY,-,-,-,-,"MAGNITE, INC.",-,MGNI US,-,,"1,107","$28,475",0.00%,
LISTED EQUITY,-,-,-,-,"HUBBELL, INC.",-,HUBB US,-,,42,"$28,465",0.00%,
LISTED EQUITY,-,-,-,-,ORKLA ASA,-,ORK NO,-,,"2,033","$28,432",0.00%,
LISTED EQUITY,-,-,-,-,"JD.COM, INC.",-,9618 HK,-,,"1,003","$28,363",0.00%,
LISTED EQUITY,-,-,-,-,BRIDGESTONE CORP.,-,5108 JP,-,,516,"$28,311",0.00%,
LISTED EQUITY,-,-,-,-,SITIME CORP.,-,SITM US,-,,82,"$28,279",0.00%,
LISTED EQUITY,-,-,-,-,"EXELIXIS, INC.",-,EXEL US,-,,526,"$28,278",0.00%,
LISTED EQUITY,-,-,-,-,BPER BANCA SPA,-,BPE IM,-,,"2,751","$28,220",0.00%,
LISTED EQUITY,-,-,-,-,FOSITEK CORP.,-,6805 TT,-,,706,"$28,173",0.00%,
LISTED EQUITY,-,-,-,-,BAYER AG,-,BAYN GR,-,,872,"$28,166",0.00%,
LISTED EQUITY,-,-,-,-,OLD MUTUAL LTD.,-,OMU SJ,-,,"26,282","$28,141",0.00%,
LISTED EQUITY,-,-,-,-,LYONDELLBASELL INDUSTRIES NV,-,LYB US,-,,234,"$28,085",0.00%,
LISTED EQUITY,-,-,-,-,"PRINCIPAL FINANCIAL GROUP, INC.",-,PFG US,-,,224,"$28,084",0.00%,
LISTED EQUITY,-,-,-,-,"DOLLARAMA, INC.",-,DOL CN,-,,178,"$28,027",0.00%,
LISTED EQUITY,-,-,-,-,MITSUI FUDOSAN CO. LTD.,-,8801 JP,-,,"2,142","$27,963",0.00%,
LISTED EQUITY,-,-,-,-,"BROWN & BROWN, INC.",-,BRO US,-,,169,"$27,955",0.00%,
LISTED EQUITY,-,-,-,-,"DAIWA SECURITIES GROUP, INC.",-,8601 JP,-,,"2,587","$27,876",0.00%,
LISTED EQUITY,-,-,-,-,"COTERRA ENERGY, INC.",-,CTRA US,-,,674,"$27,806",0.00%,
LISTED EQUITY,-,-,-,-,MORGAN SINDALL GROUP PLC,-,MGNS LN,-,,352,"$27,732",0.00%,
LISTED EQUITY,-,-,-,-,REGIONS FINANCIAL CORP.,-,RF US,-,,729,"$27,685",0.00%,
LISTED EQUITY,-,-,-,-,TECK RESOURCES LTD.,-,TECKB CN,-,,422,"$27,649",0.00%,
LISTED EQUITY,-,-,-,-,"LEONARDO DRS, INC.",-,DRS US,-,,529,"$27,584",0.00%,
LISTED EQUITY,-,-,-,-,KUMBA IRON ORE LTD.,-,KIO SJ,-,,987,"$27,557",0.00%,
LISTED EQUITY,-,-,-,-,VEOLIA ENVIRONNEMENT SA,-,VIE FP,-,,604,"$27,386",0.00%,
LISTED EQUITY,-,-,-,-,"MARKEL GROUP, INC.",-,MKL US,-,,9,"$27,273",0.00%,
LISTED EQUITY,-,-,-,-,SAMPO OYJ,-,SAMPO FH,-,,413,"$27,201",0.00%,
LISTED EQUITY,-,-,-,-,LEGAL & GENERAL GROUP PLC,-,LGEN LN,-,,"5,850","$27,194",0.00%,
LISTED EQUITY,-,-,-,-,BARRICK GOLD CORP.,-,ABX CN,-,,"1,086","$27,174",0.00%,
LISTED EQUITY,-,-,-,-,KONINKLIJKE PHILIPS NV,-,PHIA NA,-,,666,"$27,163",0.00%,
LISTED EQUITY,-,-,-,-,DSM-FIRMENICH AG,-,DSFIR NA,-,,166,"$27,159",0.00%,
LISTED EQUITY,-,-,-,-,"DORMAN PRODUCTS, INC.",-,DORM US,-,,130,"$27,153",0.00%,
LISTED EQUITY,-,-,-,-,TALANX AG,-,TLX GR,-,,197,"$27,037",0.00%,
LISTED EQUITY,-,-,-,-,ASM INTERNATIONAL NV,-,ASM NA,-,,29,"$26,993",0.00%,
LISTED EQUITY,-,-,-,-,INSIGNIA FINANCIAL LTD.,-,IFL AU,-,,"7,589","$26,940",0.00%,
LISTED EQUITY,-,-,-,-,TERUMO CORP.,-,4543 JP,-,,855,"$26,918",0.00%,
LISTED EQUITY,-,-,-,-,VODAFONE GROUP PLC,-,VOD LN,-,,"19,457","$26,882",0.00%,
LISTED EQUITY,-,-,-,-,PRUDENTIAL PLC,-,PRU LN,-,,"2,079","$26,782",0.00%,
LISTED EQUITY,-,-,-,-,DANSKE BANK AS,-,DANSKE DC,-,,585,"$26,765",0.00%,
LISTED EQUITY,-,-,-,-,"LEIDOS HOLDINGS, INC.",-,LDOS US,-,,115,"$26,750",0.00%,
LISTED EQUITY,-,-,-,-,BIOMERIEUX,-,BIM FP,-,,154,"$26,738",0.00%,
LISTED EQUITY,-,-,-,-,JAPAN STEEL WORKS LTD.,-,5631 JP,-,,449,"$26,689",0.00%,
LISTED EQUITY,-,-,-,-,IMDEX LTD.,-,IMD AU,-,,"11,500","$26,681",0.00%,
LISTED EQUITY,-,-,-,-,"MR. COOPER GROUP, INC.",-,COOP US,-,,172,"$26,670",0.00%,
LISTED EQUITY,-,-,-,-,BANK LEUMI LE-ISRAEL BM,-,LUMI IT,-,,"1,387","$26,656",0.00%,
LISTED EQUITY,-,-,-,-,TELEFONICA SA,-,TEF SM,-,,"4,047","$26,649",0.00%,
LISTED EQUITY,-,-,-,-,"CENTERPOINT ENERGY, INC.",-,CNP US,-,,520,"$26,612",0.00%,
LISTED EQUITY,-,-,-,-,"WEST PHARMACEUTICAL SERVICES, INC.",-,WST US,-,,50,"$26,540",0.00%,
LISTED EQUITY,-,-,-,-,"SS&C TECHNOLOGIES HOLDINGS, INC.",-,SSNC US,-,,217,"$26,530",0.00%,
LISTED EQUITY,-,-,-,-,RESOLUTE MINING LTD.,-,RSG AU,-,,"67,058","$26,488",0.00%,
LISTED EQUITY,-,-,-,-,VOLKSWAGEN AG,-,VOW3 GR,-,,177,"$26,403",0.00%,
LISTED EQUITY,-,-,-,-,LG UPLUS CORP.,-,032640 KS,-,,"2,318","$26,276",0.00%,
LISTED EQUITY,-,-,-,-,KBC GROUP NV,-,KBC BB,-,,210,"$26,221",0.00%,
LISTED EQUITY,-,-,-,-,ORANGE SA,-,ORA FP,-,,"1,625","$26,162",0.00%,
LISTED EQUITY,-,-,-,-,"OMNICOM GROUP, INC.",-,OMC US,-,,188,"$26,099",0.00%,
LISTED EQUITY,-,-,-,-,DNB BANK ASA,-,DNB NO,-,,806,"$26,003",0.00%,
LISTED EQUITY,-,-,-,-,DEEP YELLOW LTD.,-,DYL AU,-,,"23,079","$25,963",0.00%,
LISTED EQUITY,-,-,-,-,"FRESHPET, INC.",-,FRPT US,-,,108,"$25,944",0.00%,
LISTED EQUITY,-,-,-,-,WHEATON PRECIOUS METALS CORP.,-,WPM CN,-,,283,"$25,706",0.00%,
LISTED EQUITY,-,-,-,-,"EAST WEST BANCORP, INC.",-,EWBC US,-,,166,"$25,683",0.00%,
LISTED EQUITY,-,-,-,-,FANUC CORP.,-,6954 JP,-,,597,"$25,625",0.00%,
LISTED EQUITY,-,-,-,-,ASHTEAD GROUP PLC,-,AHT LN,-,,254,"$25,540",0.00%,
LISTED EQUITY,-,-,-,-,BOOZ ALLEN HAMILTON HOLDING CORP.,-,BAH US,-,,123,"$25,540",0.00%,
LISTED EQUITY,-,-,-,-,TDK CORP.,-,6762 JP,-,,"1,196","$25,472",0.00%,
LISTED EQUITY,-,-,-,-,NEC CORP.,-,6701 JP,-,,180,"$25,434",0.00%,
LISTED EQUITY,-,-,-,-,CHINA CITIC BANK CORP. LTD.,-,998 HK,-,,"22,780","$25,433",0.00%,
LISTED EQUITY,-,-,-,-,MODINE MANUFACTURING CO.,-,MOD US,-,,136,"$25,404",0.00%,
LISTED EQUITY,-,-,-,-,DEVON ENERGY CORP.,-,DVN US,-,,480,"$25,388",0.00%,
LISTED EQUITY,-,-,-,-,"CORE SCIENTIFIC, INC.",-,CORZ US,-,,"1,118","$25,374",0.00%,
LISTED EQUITY,-,-,-,-,LAS VEGAS SANDS CORP.,-,LVS US,-,,306,"$25,358",0.00%,
LISTED EQUITY,-,-,-,-,THOMSON REUTERS CORP.,-,TRI CN,-,,98,"$25,350",0.00%,
LISTED EQUITY,-,-,-,-,"COHEN & STEERS, INC.",-,CNS US,-,,168,"$25,099",0.00%,
LISTED EQUITY,-,-,-,-,KEYCORP,-,KEY US,-,,905,"$25,069",0.00%,
LISTED EQUITY,-,-,-,-,IAMGOLD CORP.,-,IAG US,-,,"3,000","$25,006",0.00%,
LISTED EQUITY,-,-,-,-,KAO CORP.,-,4452 JP,-,,381,"$24,977",0.00%,
LISTED EQUITY,-,-,-,-,"RHYTHM PHARMACEUTICALS, INC.",-,RYTM US,-,,276,"$24,933",0.00%,
LISTED EQUITY,-,-,-,-,PERENTI LTD.,-,PRN AU,-,,"17,856","$24,909",0.00%,
LISTED EQUITY,-,-,-,-,"WSP GLOBAL, INC.",-,WSP CN,-,,87,"$24,852",0.00%,
LISTED EQUITY,-,-,-,-,"MOLINA HEALTHCARE, INC.",-,MOH US,-,,53,"$24,837",0.00%,
LISTED EQUITY,-,-,-,-,INTERNATIONAL PAPER CO.,-,IP US,-,,285,"$24,832",0.00%,
LISTED EQUITY,-,-,-,-,SWEDBANK AB,-,SWEDA SS,-,,776,"$24,753",0.00%,
LISTED EQUITY,-,-,-,-,STRAUMANN HOLDING AG,-,STMN SW,-,,121,"$24,727",0.00%,
LISTED EQUITY,-,-,-,-,VERALTO CORP.,-,VLTO US,-,,150,"$24,711",0.00%,
LISTED EQUITY,-,-,-,-,ASE TECHNOLOGY HOLDING CO. LTD.,-,3711 TT,-,,"3,094","$24,688",0.00%,
LISTED EQUITY,-,-,-,-,ORIENTAL LAND CO. LTD.,-,4661 JP,-,,701,"$24,653",0.00%,
LISTED EQUITY,-,-,-,-,BUNZL PLC,-,BNZL LN,-,,370,"$24,643",0.00%,
LISTED EQUITY,-,-,-,-,"ASTELLAS PHARMA, INC.",-,4503 JP,-,,"1,561","$24,621",0.00%,
LISTED EQUITY,-,-,-,-,COCA-COLA EUROPACIFIC PARTNERS PLC,-,CCEP US,-,,198,"$24,594",0.00%,
LISTED EQUITY,-,-,-,-,GENUINE PARTS CO.,-,GPC US,-,,130,"$24,541",0.00%,
LISTED EQUITY,-,-,-,-,SANDOZ GROUP AG,-,SDZ SW,-,,370,"$24,466",0.00%,
LISTED EQUITY,-,-,-,-,"SUMITOMO MITSUI TRUST GROUP, INC.",-,8309 JP,-,,644,"$24,431",0.00%,
LISTED EQUITY,-,-,-,-,"BEST BUY CO., INC.",-,BBY US,-,,177,"$24,420",0.00%,
LISTED EQUITY,-,-,-,-,"ESTEE LAUDER COS., INC.",-,EL US,-,,202,"$24,420",0.00%,
LISTED EQUITY,-,-,-,-,OLYMPUS CORP.,-,7733 JP,-,,997,"$24,305",0.00%,
LISTED EQUITY,-,-,-,-,"TYLER TECHNOLOGIES, INC.",-,TYL US,-,,26,"$24,277",0.00%,
LISTED EQUITY,-,-,-,-,ENEL SPA,-,ENEL IM,-,,"2,103","$24,215",0.00%,
LISTED EQUITY,-,-,-,-,CARVANA CO.,-,CVNA US,-,,74,"$24,160",0.00%,
LISTED EQUITY,-,-,-,-,CRRC CORP. LTD.,-,1766 HK,-,,"23,154","$24,119",0.00%,
LISTED EQUITY,-,-,-,-,"NISOURCE, INC.",-,NI US,-,,406,"$24,115",0.00%,
LISTED EQUITY,-,-,-,-,MTU AERO ENGINES AG,-,MTX GR,-,,45,"$24,104",0.00%,
LISTED EQUITY,-,-,-,-,ALLIANT ENERGY CORP.,-,LNT US,-,,252,"$24,062",0.00%,
LISTED EQUITY,-,-,-,-,"WARNER BROS DISCOVERY, INC.",-,WBD US,-,,"1,399","$23,886",0.00%,
LISTED EQUITY,-,-,-,-,PERPETUAL LTD.,-,PPT AU,-,,"1,200","$23,878",0.00%,
LISTED EQUITY,-,-,-,-,"JACOBS SOLUTIONS, INC.",-,J US,-,,110,"$23,840",0.00%,
LISTED EQUITY,-,-,-,-,DOLLAR GENERAL CORP.,-,DG US,-,,194,"$23,812",0.00%,
LISTED EQUITY,-,-,-,-,"DOLLAR TREE, INC.",-,DLTR US,-,,196,"$23,717",0.00%,
LISTED EQUITY,-,-,-,-,PROCEPT BIOROBOTICS CORP.,-,PRCT US,-,,182,"$23,631",0.00%,
LISTED EQUITY,-,-,-,-,BOSS ENERGY LTD.,-,BOE AU,-,,"9,721","$23,621",0.00%,
LISTED EQUITY,-,-,-,-,TRANSUNION,-,TRU US,-,,158,"$23,558",0.00%,
LISTED EQUITY,-,-,-,-,"HUGEL, INC.",-,145020 KS,-,,76,"$23,517",0.00%,
LISTED EQUITY,-,-,-,-,TEXAS PACIFIC LAND CORP.,-,TPL US,-,,13,"$23,494",0.00%,
LISTED EQUITY,-,-,-,-,PENTAIR PLC,-,PNR US,-,,145,"$23,462",0.00%,
LISTED EQUITY,-,-,-,-,SUZUKI MOTOR CORP.,-,7269 JP,-,,"1,274","$23,443",0.00%,
LISTED EQUITY,-,-,-,-,"JACK HENRY & ASSOCIATES, INC.",-,JKHY US,-,,82,"$23,431",0.00%,
LISTED EQUITY,-,-,-,-,AVIVA PLC,-,AV LN,-,,"2,470","$23,429",0.00%,
LISTED EQUITY,-,-,-,-,BROOKFIELD ASSET MANAGEMENT LTD.,-,BAM CN,-,,267,"$23,382",0.00%,
LISTED EQUITY,-,-,-,-,"LUNDIN GOLD, INC.",-,LUG CN,-,,679,"$23,366",0.00%,
LISTED EQUITY,-,-,-,-,MEG ENERGY CORP.,-,MEG CN,-,,878,"$23,270",0.00%,
LISTED EQUITY,-,-,-,-,MAGELLAN FINANCIAL GROUP LTD.,-,MFG AU,-,,"2,089","$23,235",0.00%,
LISTED EQUITY,-,-,-,-,BANK HAPOALIM BM,-,POLI IT,-,,"1,183","$23,084",0.00%,
LISTED EQUITY,-,-,-,-,POWER CORP. OF CANADA,-,POW CN,-,,458,"$23,068",0.00%,
LISTED EQUITY,-,-,-,-,"CH ROBINSON WORLDWIDE, INC.",-,CHRW US,-,,137,"$22,997",0.00%,
LISTED EQUITY,-,-,-,-,EAGERS AUTOMOTIVE LTD.,-,APE AU,-,,"1,940","$22,978",0.00%,
LISTED EQUITY,-,-,-,-,WATERS CORP.,-,WAT US,-,,38,"$22,965",0.00%,
LISTED EQUITY,-,-,-,-,"GEN DIGITAL, INC.",-,GEN US,-,,519,"$22,938",0.00%,
LISTED EQUITY,-,-,-,-,BALL CORP.,-,BALL US,-,,256,"$22,858",0.00%,
LISTED EQUITY,-,-,-,-,NUIX LTD.,-,NXL AU,-,,"3,606","$22,792",0.00%,
LISTED EQUITY,-,-,-,-,ADRIATIC METALS PLC,-,ADT AU,-,,"5,837","$22,766",0.00%,
LISTED EQUITY,-,-,-,-,SMURFIT WESTROCK PLC,-,SWR LN,-,,260,"$22,754",0.00%,
LISTED EQUITY,-,-,-,-,"HOLOGIC, INC.",-,HOLX US,-,,195,"$22,654",0.00%,
LISTED EQUITY,-,-,-,-,CAMECO CORP.,-,CCO CN,-,,273,"$22,643",0.00%,
LISTED EQUITY,-,-,-,-,SEKISUI HOUSE LTD.,-,1928 JP,-,,577,"$22,437",0.00%,
LISTED EQUITY,-,-,-,-,HANMI PHARM CO. LTD.,-,128940 KS,-,,73,"$22,364",0.00%,
LISTED EQUITY,-,-,-,-,KERING SA,-,KER FP,-,,56,"$22,259",0.00%,
LISTED EQUITY,-,-,-,-,HEICO CORP.,-,HEIA US,-,,74,"$22,242",0.00%,
LISTED EQUITY,-,-,-,-,COMMERZBANK AG,-,CBK GR,-,,845,"$22,217",0.00%,
LISTED EQUITY,-,-,-,-,"EXPEDIA GROUP, INC.",-,EXPE US,-,,74,"$22,167",0.00%,
LISTED EQUITY,-,-,-,-,"ENEOS HOLDINGS, INC.",-,5020 JP,-,,"2,601","$22,094",0.00%,
LISTED EQUITY,-,-,-,-,HINDUSTAN UNILEVER LTD.,-,HUVR IN,-,,501,"$21,984",0.00%,
LISTED EQUITY,-,-,-,-,REPSOL SA,-,REP SM,-,,"1,122","$21,947",0.00%,
LISTED EQUITY,-,-,-,-,FRANCO-NEVADA CORP.,-,FNV CN,-,,115,"$21,815",0.00%,
LISTED EQUITY,-,-,-,-,"BAXTER INTERNATIONAL, INC.",-,BAX US,-,,463,"$21,798",0.00%,
LISTED EQUITY,-,-,-,-,SMC CORP.,-,6273 JP,-,,34,"$21,791",0.00%,
LISTED EQUITY,-,-,-,-,OTSUKA HOLDINGS CO. LTD.,-,4578 JP,-,,246,"$21,786",0.00%,
LISTED EQUITY,-,-,-,-,"LENNOX INTERNATIONAL, INC.",-,LII US,-,,22,"$21,769",0.00%,
LISTED EQUITY,-,-,-,-,"ILLUMINA, INC.",-,ILMN US,-,,100,"$21,652",0.00%,
LISTED EQUITY,-,-,-,-,CARGOTEC OYJ,-,CGCBV FH,-,,253,"$21,621",0.00%,
LISTED EQUITY,-,-,-,-,SANKYO CO. LTD.,-,6417 JP,-,,980,"$21,432",0.00%,
LISTED EQUITY,-,-,-,-,SCHINDLER HOLDING AG,-,SCHN SW,-,,49,"$21,326",0.00%,
LISTED EQUITY,-,-,-,-,SUN HUNG KAI PROPERTIES LTD.,-,16 HK,-,,"1,368","$21,232",0.00%,
LISTED EQUITY,-,-,-,-,SGS SA,-,SGSN SW,-,,131,"$21,231",0.00%,
LISTED EQUITY,-,-,-,-,"RESONA HOLDINGS, INC.",-,8308 JP,-,,"1,804","$21,217",0.00%,
LISTED EQUITY,-,-,-,-,NEMETSCHEK SE,-,NEM GR,-,,136,"$21,190",0.00%,
LISTED EQUITY,-,-,-,-,FERROVIAL SE,-,FER SM,-,,312,"$21,180",0.00%,
LISTED EQUITY,-,-,-,-,UCB SA,-,UCB BB,-,,66,"$21,162",0.00%,
LISTED EQUITY,-,-,-,-,EAST JAPAN RAILWAY CO.,-,9020 JP,-,,737,"$21,157",0.00%,
LISTED EQUITY,-,-,-,-,CK HUTCHISON HOLDINGS LTD.,-,1 HK,-,,"2,451","$21,145",0.00%,
LISTED EQUITY,-,-,-,-,SAMSUNG ELECTRONICS CO. LTD.,-,005935 KS,-,,436,"$21,140",0.00%,
LISTED EQUITY,-,-,-,-,INFORMA PLC,-,INF LN,-,,"1,308","$21,123",0.00%,
LISTED EQUITY,-,-,-,-,KONE OYJ,-,KNEBV FH,-,,269,"$21,107",0.00%,
LISTED EQUITY,-,-,-,-,NIPPON YUSEN KK,-,9101 JP,-,,387,"$20,960",0.00%,
LISTED EQUITY,-,-,-,-,SUMCO CORP.,-,3436 JP,-,,"1,722","$20,936",0.00%,
LISTED EQUITY,-,-,-,-,MITSUBISHI ESTATE CO. LTD.,-,8802 JP,-,,923,"$20,876",0.00%,
LISTED EQUITY,-,-,-,-,SECOM CO. LTD.,-,9735 JP,-,,378,"$20,831",0.00%,
LISTED EQUITY,-,-,-,-,"BANDAI NAMCO HOLDINGS, INC.",-,7832 JP,-,,535,"$20,792",0.00%,
LISTED EQUITY,-,-,-,-,SSE PLC,-,SSE LN,-,,639,"$20,723",0.00%,
LISTED EQUITY,-,-,-,-,AMCOR PLC,-,AMCR US,-,,"1,357","$20,637",0.00%,
LISTED EQUITY,-,-,-,-,"CONAGRA BRANDS, INC.",-,CAG US,-,,459,"$20,574",0.00%,
LISTED EQUITY,-,-,-,-,"XP, INC.",-,XP US,-,,"1,074","$20,560",0.00%,
LISTED EQUITY,-,-,-,-,"NOMURA HOLDINGS, INC.",-,8604 JP,-,,"2,147","$20,547",0.00%,
LISTED EQUITY,-,-,-,-,SVENSKA HANDELSBANKEN AB,-,SHBA SS,-,,"1,230","$20,530",0.00%,
LISTED EQUITY,-,-,-,-,BEGA CHEESE LTD.,-,BGA AU,-,,"3,552","$20,492",0.00%,
LISTED EQUITY,-,-,-,-,IRESS LTD.,-,IRE AU,-,,"2,193","$20,417",0.00%,
LISTED EQUITY,-,-,-,-,"DICK'S SPORTING GOODS, INC.",-,DKS US,-,,55,"$20,416",0.00%,
LISTED EQUITY,-,-,-,-,AECOM,-,ACM US,-,,119,"$20,393",0.00%,
LISTED EQUITY,-,-,-,-,"REVVITY, INC.",-,RVTY US,-,,113,"$20,354",0.00%,
LISTED EQUITY,-,-,-,-,"PURE STORAGE, INC.",-,PSTG US,-,,205,"$20,348",0.00%,
LISTED EQUITY,-,-,-,-,ZEBRA TECHNOLOGIES CORP.,-,ZBRA US,-,,33,"$20,329",0.00%,
LISTED EQUITY,-,-,-,-,"ENTEGRIS, INC.",-,ENTG US,-,,127,"$20,236",0.00%,
LISTED EQUITY,-,-,-,-,"EQUITABLE HOLDINGS, INC.",-,EQH US,-,,265,"$20,190",0.00%,
LISTED EQUITY,-,-,-,-,SWISSCOM AG,-,SCMN SW,-,,22,"$20,078",0.00%,
LISTED EQUITY,-,-,-,-,CODAN LTD.,-,CDA AU,-,,"1,243","$20,005",0.00%,
LISTED EQUITY,-,-,-,-,"VIATRIS, INC.",-,VTRS US,-,,992,"$19,948",0.00%,
LISTED EQUITY,-,-,-,-,SAUDI ARAMCO BASE OIL CO.,-,LUBEREF AB,-,,415,"$19,941",0.00%,
LISTED EQUITY,-,-,-,-,LIONTOWN RESOURCES LTD.,-,LTR AU,-,,"37,807","$19,849",0.00%,
LISTED EQUITY,-,-,-,-,JULIUS BAER GROUP LTD.,-,BAER SW,-,,190,"$19,835",0.00%,
LISTED EQUITY,-,-,-,-,"PTC, INC.",-,PTC US,-,,67,"$19,817",0.00%,
LISTED EQUITY,-,-,-,-,"AMERICAN ELECTRIC POWER CO., INC.",-,AEP US,-,,133,"$19,806",0.00%,
LISTED EQUITY,-,-,-,-,INTERCONTINENTAL HOTELS GROUP PLC,-,IHG LN,-,,98,"$19,787",0.00%,
LISTED EQUITY,-,-,-,-,SPARTAN RESOURCES LTD.,-,SPR AU,-,,"14,027","$19,779",0.00%,
LISTED EQUITY,-,-,-,-,UPM-KYMMENE OYJ,-,UPM FH,-,,440,"$19,559",0.00%,
LISTED EQUITY,-,-,-,-,AERCAP HOLDINGS NV,-,AER US,-,,127,"$19,501",0.00%,
LISTED EQUITY,-,-,-,-,MARKS & SPENCER GROUP PLC,-,MKS LN,-,,"2,561","$19,452",0.00%,
LISTED EQUITY,-,-,-,-,NOVONESIS (NOVOZYMES) B,-,NSISB DC,-,,212,"$19,350",0.00%,
LISTED EQUITY,-,-,-,-,"TRIMBLE, INC.",-,TRMB US,-,,169,"$19,318",0.00%,
LISTED EQUITY,-,-,-,-,"TIS, INC.",-,3626 JP,-,,502,"$19,251",0.00%,
LISTED EQUITY,-,-,-,-,HEXAGON AB,-,HEXAB SS,-,,"1,246","$19,226",0.00%,
LISTED EQUITY,-,-,-,-,HD HYUNDAI HEAVY INDUSTRIES CO. LTD.,-,329180 KS,-,,61,"$19,185",0.00%,
LISTED EQUITY,-,-,-,-,"EVERGY, INC.",-,EVRG US,-,,193,"$19,147",0.00%,
LISTED EQUITY,-,-,-,-,"ROBINHOOD MARKETS, INC.",-,HOOD US,-,,318,"$19,143",0.00%,
LISTED EQUITY,-,-,-,-,FRESENIUS SE & CO. KGAA,-,FRE GR,-,,341,"$19,128",0.00%,
LISTED EQUITY,-,-,-,-,EXPAND ENERGY CORP.,-,EXE US,-,,118,"$19,110",0.00%,
LISTED EQUITY,-,-,-,-,"AJINOMOTO CO., INC.",-,2802 JP,-,,288,"$19,090",0.00%,
LISTED EQUITY,-,-,-,-,HOLCIM AG,-,HOLN SW,-,,122,"$19,012",0.00%,
LISTED EQUITY,-,-,-,-,"MATSON, INC.",-,MATX US,-,,87,"$18,960",0.00%,
LISTED EQUITY,-,-,-,-,CORPORATE TRAVEL MANAGEMENT LTD.,-,CTD AU,-,,"1,430","$18,948",0.00%,
LISTED EQUITY,-,-,-,-,"ALIGN TECHNOLOGY, INC.",-,ALGN US,-,,56,"$18,908",0.00%,
LISTED EQUITY,-,-,-,-,"AVANTOR, INC.",-,AVTR US,-,,556,"$18,898",0.00%,
LISTED EQUITY,-,-,-,-,"MONGODB, INC.",-,MDB US,-,,49,"$18,693",0.00%,
LISTED EQUITY,-,-,-,-,CLP HOLDINGS LTD.,-,2 HK,-,,"1,376","$18,684",0.00%,
LISTED EQUITY,-,-,-,-,J.M. SMUCKER CO.,-,SJM US,-,,105,"$18,664",0.00%,
LISTED EQUITY,-,-,-,-,"MATCH GROUP, INC.",-,MTCH US,-,,353,"$18,655",0.00%,
LISTED EQUITY,-,-,-,-,"JB HUNT TRANSPORT SERVICES, INC.",-,JBHT US,-,,68,"$18,625",0.00%,
LISTED EQUITY,-,-,-,-,JBS SA,-,JBSS3 BZ,-,,"1,961","$18,608",0.00%,
LISTED EQUITY,-,-,-,-,CELLNEX TELECOM SA,-,CLNX SM,-,,362,"$18,490",0.00%,
LISTED EQUITY,-,-,-,-,KYOCERA CORP.,-,6971 JP,-,,"1,138","$18,425",0.00%,
LISTED EQUITY,-,-,-,-,"ZSCALER, INC.",-,ZS US,-,,63,"$18,304",0.00%,
LISTED EQUITY,-,-,-,-,ZIJIN MINING GROUP CO. LTD.,-,2899 HK,-,,"6,207","$18,248",0.00%,
LISTED EQUITY,-,-,-,-,"RESTAURANT BRANDS INTERNATIONAL, INC.",-,QSR CN,-,,173,"$18,221",0.00%,
LISTED EQUITY,-,-,-,-,CREDIT CORP. GROUP LTD.,-,CCP AU,-,,"1,138","$18,205",0.00%,
LISTED EQUITY,-,-,-,-,IDEX CORP.,-,IEX US,-,,54,"$18,193",0.00%,
LISTED EQUITY,-,-,-,-,"CARLYLE GROUP, INC.",-,CG US,-,,223,"$18,165",0.00%,
LISTED EQUITY,-,-,-,-,INSULET CORP.,-,PODD US,-,,43,"$18,164",0.00%,
LISTED EQUITY,-,-,-,-,SOLVENTUM CORP.,-,SOLV US,-,,170,"$18,119",0.00%,
LISTED EQUITY,-,-,-,-,"RB GLOBAL, INC.",-,RBA CN,-,,124,"$18,107",0.00%,
LISTED EQUITY,-,-,-,-,SINGAPORE TELECOMMUNICATIONS LTD.,-,ST SP,-,,"4,949","$18,047",0.00%,
LISTED EQUITY,-,-,-,-,"ROGERS COMMUNICATIONS, INC.",-,RCIB CN,-,,362,"$17,988",0.00%,
LISTED EQUITY,-,-,-,-,"OKTA, INC.",-,OKTA US,-,,141,"$17,962",0.00%,
LISTED EQUITY,-,-,-,-,CENTRAL JAPAN RAILWAY CO.,-,9022 JP,-,,590,"$17,961",0.00%,
